30 60
255,255,255 253,253,253 249,249,249 255,255,255 255,255,255 254,254,254 175,175,175 222,222,222 187,187,187 205,205,205 188,188,188 203,203,203 197,197,197 254,254,254 255,255,255 245,245,245 238,238,238 255,255,255 255,255,255 255,255,255 245,245,245 254,254,254 255,255,255 245,245,245 255,255,255 242,242,242 255,255,255 250,250,250 255,255,255 184,184,184 233,233,233 245,245,245 251,251,251 224,224,224 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 228,228,228 249,249,249 247,247,247 240,240,240 249,249,249 255,255,255 189,189,189 255,255,255 241,241,241 200,200,200 254,254,254 255,255,255 233,233,233 255,255,255 255,255,255 195,195,195 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 254,254,254 249,249,249 255,255,255 252,252,252 255,255,255 186,186,186 240,240,240 0,0,0 0,0,0 12,12,12 0,0,0 205,205,205 255,255,255 235,235,235 255,255,255 0,0,0 0,0,0 0,0,0 0,0,0 240,240,240 255,255,255 242,242,242 9,9,9 0,0,0 245,245,245 250,250,250 251,251,251 250,250,250 4,4,4 7,7,7 252,252,252 236,236,236 190,190,190 193,193,193 0,0,0 0,0,0 189,189,189 183,183,183 203,203,203 187,187,187 200,200,200 198,198,198 195,195,195 0,0,0 8,8,8 227,227,227 255,255,255 195,195,195 242,242,242 255,255,255 251,251,251 251,251,251 239,239,239 189,189,189 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 255,255,255 252,252,252 255,255,255 250,250,250 255,255,255 194,194,194 255,255,255 250,250,250 238,238,238 0,0,0 17,17,17 180,180,180 255,255,255 240,240,240 11,11,11 9,9,9 255,255,255 251,251,251 0,0,0 2,2,2 254,254,254 250,250,250 8,8,8 0,0,0 248,248,248 255,255,255 242,242,242 4,4,4 10,10,10 246,246,246 247,247,247 244,244,244 255,255,255 0,0,0 12,12,12 5,5,5 197,197,197 255,255,255 252,252,252 250,250,250 249,249,249 251,251,251 0,0,0 8,8,8 0,0,0 24,24,24 234,234,234 207,207,207 227,227,227 251,251,251 255,255,255 254,254,254 253,253,253 202,202,202 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255
247,247,247 254,254,254 255,255,255 255,255,255 252,252,252 254,254,254 192,192,192 255,255,255 255,255,255 255,255,255 8,8,8 0,0,0 190,190,190 255,255,255 0,0,0 12,12,12 245,245,245 240,240,240 255,255,255 255,255,255 0,0,0 11,11,11 240,240,240 0,0,0 0,0,0 255,255,255 252,252,252 0,0,0 0,0,0 197,197,197 255,255,255 255,255,255 245,245,245 0,0,0 5,5,5 0,0,0 0,0,0 192,192,192 255,255,255 247,247,247 254,254,254 254,254,254 0,0,0 17,17,17 254,254,254 232,232,232 1,1,1 0,0,0 177,177,177 212,212,212 182,182,182 177,177,177 178,178,178 214,214,214 198,198,198 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
250,250,250 254,254,254 254,254,254 255,255,255 252,252,252 255,255,255 191,191,191 252,252,252 246,246,246 244,244,244 0,0,0 0,0,0 214,214,214 250,250,250 255,255,255 0,0,0 7,7,7 255,255,255 234,234,234 3,3,3 16,16,16 188,188,188 186,186,186 20,20,20 6,6,6 180,180,180 5,5,5 0,0,0 198,198,198 197,197,197 200,200,200 179,179,179 215,215,215 170,170,170 193,193,193 2,2,2 8,8,8 175,175,175 189,189,189 189,189,189 183,183,183 10,10,10 0,0,0 243,243,243 246,246,246 255,255,255 209,209,209 5,5,5 17,17,17 230,230,230 255,255,255 255,255,255 253,253,253 237,237,237 180,180,180 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 248,248,248 253,253,253 250,250,250 255,255,255 195,195,195 255,255,255 255,255,255 244,244,244 19,19,19 0,0,0 189,189,189 255,255,255 255,255,255 240,240,240 0,0,0 0,0,0 10,10,10 8,8,8 242,242,242 189,189,189 255,255,255 0,0,0 0,0,0 5,5,5 0,0,0 255,255,255 255,255,255 245,245,245 255,255,255 249,249,249 241,241,241 207,207,207 250,250,250 3,3,3 0,0,0 255,255,255 250,250,250 250,250,250 255,255,255 3,3,3 0,0,0 252,252,252 255,255,255 255,255,255 167,167,167 6,6,6 0,0,0 255,255,255 239,239,239 242,242,242 253,253,253 255,255,255 189,189,189 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
191,191,191 197,197,197 184,184,184 199,199,199 186,186,186 188,188,188 205,205,205 248,248,248 181,181,181 190,190,190 11,11,11 1,1,1 185,185,185 255,255,255 249,249,249 5,5,5 11,11,11 244,244,244 255,255,255 1,1,1 0,0,0 197,197,197 255,255,255 0,0,0 3,3,3 0,0,0 0,0,0 252,252,252 249,249,249 255,255,255 245,245,245 255,255,255 255,255,255 193,193,193 251,251,251 10,10,10 0,0,0 254,254,254 253,253,253 253,253,253 250,250,250 4,4,4 0,0,0 248,248,248 252,252,252 255,255,255 186,186,186 5,5,5 0,0,0 255,255,255 252,252,252 241,241,241 255,255,255 255,255,255 182,182,182 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 247,247,247 253,253,253 240,240,240 255,255,255 242,242,242 247,247,247 255,255,255 213,213,213 246,246,246 0,0,0 0,0,0 191,191,191 249,249,249 16,16,16 0,0,0 255,255,255 249,249,249 231,231,231 255,255,255 0,0,0 9,9,9 227,227,227 11,11,11 0,0,0 251,251,251 16,16,16 11,11,11 250,250,250 244,244,244 255,255,255 239,239,239 255,255,255 172,172,172 247,247,247 2,2,2 0,0,0 255,255,255 242,242,242 255,255,255 253,253,253 0,0,0 17,17,17 250,250,250 255,255,255 255,255,255 179,179,179 0,0,0 21,21,21 230,230,230 255,255,255 255,255,255 249,249,249 244,244,244 181,181,181 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
247,247,247 245,245,245 252,252,252 249,249,249 248,248,248 255,255,255 0,0,0 255,255,255 176,176,176 253,253,253 3,3,3 0,0,0 191,191,191 255,255,255 0,0,0 26,26,26 242,242,242 255,255,255 251,251,251 248,248,248 10,10,10 0,0,0 255,255,255 0,0,0 0,0,0 253,253,253 254,254,254 0,0,0 0,0,0 255,255,255 255,255,255 255,255,255 246,246,246 187,187,187 255,255,255 0,0,0 0,0,0 255,255,255 243,243,243 247,247,247 255,255,255 173,173,173 0,0,0 0,0,0 255,255,255 250,250,250 3,3,3 14,14,14 231,231,231 255,255,255 247,247,247 250,250,250 248,248,248 255,255,255 203,203,203 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255
252,252,252 249,249,249 255,255,255 250,250,250 236,236,236 244,244,244 10,10,10 13,13,13 188,188,188 22,22,22 0,0,0 206,206,206 207,207,207 230,230,230 255,255,255 0,0,0 0,0,0 255,255,255 254,254,254 4,4,4 0,0,0 199,199,199 241,241,241 7,7,7 0,0,0 255,255,255 241,241,241 255,255,255 1,1,1 0,0,0 255,255,255 231,231,231 252,252,252 189,189,189 243,243,243 4,4,4 3,3,3 251,251,251 246,246,246 255,255,255 254,254,254 204,204,204 255,255,255 0,0,0 0,0,0 0,0,0 12,12,12 236,236,236 255,255,255 249,249,249 254,254,254 253,253,253 252,252,252 254,254,254 200,200,200 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255
232,232,232 191,191,191 209,209,209 186,186,186 205,205,205 200,200,200 192,192,192 0,0,0 0,0,0 5,5,5 173,173,173 247,247,247 206,206,206 189,189,189 173,173,173 188,188,188 8,8,8 0,0,0 0,0,0 11,11,11 182,182,182 187,187,187 255,255,255 0,0,0 0,0,0 252,252,252 250,250,250 253,253,253 253,253,253 8,8,8 0,0,0 255,255,255 255,255,255 0,0,0 0,0,0 5,5,5 2,2,2 0,0,0 23,23,23 246,246,246 248,248,248 203,203,203 253,253,253 255,255,255 2,2,2 15,15,15 175,175,175 255,255,255 243,243,243 237,237,237 255,255,255 253,253,253 255,255,255 245,245,245 184,184,184 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 192,192,192 249,249,249 227,227,227 252,252,252 255,255,255 245,245,245 255,255,255 255,255,255 252,252,252 211,211,211 249,249,249 176,176,176 255,255,255 255,255,255 255,255,255 255,255,255 216,216,216 244,244,244 255,255,255 253,253,253 211,211,211 242,242,242 255,255,255 255,255,255 235,235,235 250,250,250 243,243,243 255,255,255 241,241,241 255,255,255 252,252,252 243,243,243 212,212,212 255,255,255 251,251,251 255,255,255 255,255,255 245,245,245 251,251,251 255,255,255 162,162,162 206,206,206 175,175,175 180,180,180 189,189,189 174,174,174 246,246,246 255,255,255 255,255,255 252,252,252 234,234,234 255,255,255 255,255,255 188,188,188 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 176,176,176 255,255,255 249,249,249 255,255,255 247,247,247 244,244,244 255,255,255 255,255,255 232,232,232 180,180,180 255,255,255 196,196,196 255,255,255 238,238,238 251,251,251 251,251,251 191,191,191 252,252,252 247,247,247 255,255,255 194,194,194 171,171,171 186,186,186 189,189,189 178,178,178 197,197,197 212,212,212 178,178,178 180,180,180 222,222,222 185,185,185 187,187,187 182,182,182 232,232,232 250,250,250 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 183,183,183 255,255,255 252,252,252 250,250,250 255,255,255 211,211,211 248,248,248 238,238,238 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 192,192,192 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 187,187,187 253,253,253 255,255,255 254,254,254 254,254,254 251,251,251 248,248,248 249,249,249 255,255,255 197,197,197 231,231,231 200,200,200 236,236,236 255,255,255 248,248,248 255,255,255 185,185,185 255,255,255 247,247,247 250,250,250 255,255,255 246,246,246 255,255,255 249,249,249 211,211,211 237,237,237 251,251,251 255,255,255 244,244,244 255,255,255 252,252,252 255,255,255 243,243,243 255,255,255 249,249,249 253,253,253 250,250,250 255,255,255 255,255,255 250,250,250 192,192,192 250,250,250 251,251,251 255,255,255 244,244,244 179,179,179 255,255,255 253,253,253 255,255,255 247,247,247 255,255,255 255,255,255 252,252,252 197,197,197 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 248,248,248 255,255,255 179,179,179 250,250,250 183,183,183 255,255,255 250,250,250 255,255,255 255,255,255 192,192,192 250,250,250 255,255,255 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 206,206,206 180,180,180 191,191,191 194,194,194 193,193,193 186,186,186 190,190,190 195,195,195 185,185,185 190,190,190 201,201,201 189,189,189 190,190,190 179,179,179 204,204,204 187,187,187 200,200,200 245,245,245 255,255,255 255,255,255 245,245,245 200,200,200 187,187,187 187,187,187 193,193,193 197,197,197 195,195,195 192,192,192 200,200,200 188,188,188 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 191,191,191 255,255,255 195,195,195 255,255,255 249,249,249 252,252,252 249,249,249 189,189,189 250,250,250 255,255,255 252,252,252 255,255,255 253,253,253 252,252,252 243,243,243 235,235,235 253,253,253 255,255,255 246,246,246 246,246,246 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 242,242,242 255,255,255 253,253,253 246,246,246 255,255,255 253,253,253 253,253,253 255,255,255 246,246,246 253,253,253 254,254,254 252,252,252 249,249,249 248,248,248 247,247,247 243,243,243 205,205,205 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 253,253,253 184,184,184 253,253,253 189,189,189 251,251,251 241,241,241 245,245,245 250,250,250 194,194,194 252,252,252 255,255,255 254,254,254 255,255,255 251,251,251 249,249,249 255,255,255 246,246,246 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 248,248,248 252,252,252 249,249,249 250,250,250 254,254,254 237,237,237 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 254,254,254 246,246,246 246,246,246 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 203,203,203 240,240,240 254,254,254 254,254,254 254,254,254 254,254,254
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 190,190,190 255,255,255 196,196,196 255,255,255 254,254,254 255,255,255 255,255,255 202,202,202 252,252,252 252,252,252 251,251,251 255,255,255 250,250,250 254,254,254 237,237,237 189,189,189 197,197,197 181,181,181 187,187,187 205,205,205 201,201,201 180,180,180 186,186,186 192,192,192 196,196,196 203,203,203 186,186,186 246,246,246 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 243,243,243 250,250,250 255,255,255 253,253,253 249,249,249 246,246,246 208,208,208 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 195,195,195 254,254,254 196,196,196 243,243,243 242,242,242 247,247,247 241,241,241 198,198,198 249,249,249 249,249,249 252,252,252 255,255,255 248,248,248 255,255,255 251,251,251 206,206,206 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 195,195,195 249,249,249 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 203,203,203 241,241,241 253,253,253 253,253,253 253,253,253 253,253,253
254,254,254 193,193,193 255,255,255 250,250,250 255,255,255 251,251,251 255,255,255 254,254,254 244,244,244 246,246,246 189,189,189 243,243,243 182,182,182 211,211,211 201,201,201 199,199,199 212,212,212 185,185,185 247,247,247 250,250,250 255,255,255 255,255,255 245,245,245 254,254,254 233,233,233 178,178,178 252,252,252 255,255,255 254,254,254 238,238,238 245,245,245 255,255,255 233,233,233 248,248,248 252,252,252 251,251,251 191,191,191 252,252,252 254,254,254 253,253,253 253,253,253 255,255,255 244,244,244 247,247,247 247,247,247 244,244,244 255,255,255 253,253,253 255,255,255 254,254,254 247,247,247 248,248,248 255,255,255 250,250,250 185,185,185 200,200,200 196,196,196 196,196,196 196,196,196 196,196,196
